Constituency Id,Constituency Name,Total,Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Indian National Congress,EVM Votes,PostalVotes,Communist Party of India,EVM Votes,PostalVotes,Communist Party of India  (Marxist),EVM Votes,PostalVotes,Viduthalai Chiruthaigal Katchi,EVM Votes,PostalVotes,Indian Union Muslim League,EVM Votes,PostalVotes,All India Anna Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Pattali Makkal Katchi,EVM Votes,PostalVotes,Bharatiya Janata Party,EVM Votes,PostalVotes,Naam Tamilar Katchi,EVM Votes,PostalVotes,Makkal Needhi Maiam,EVM Votes,PostalVotes,Indiya Jananayaka Katchi,EVM Votes,PostalVotes,Amma Makkal Munnettra Kazagam,EVM Votes,PostalVotes,Desiya Murpokku Dravida Kazhagam,EVM Votes,PostalVotes,All India Majlis-E-Ittehadul Muslimeen,EVM Votes,PostalVotes,SOCIAL DEMOCRATIC PARTY OF INDIA,EVM Votes,PostalVotes,None of the Above,EVM Votes,PostalVotes,Bahujan Samaj Party,EVM Votes,PostalVotes,Anaithu Makkal Arasiyal Katchi,EVM Votes,PostalVotes,Anna MGR Dravida Makkal Kalgam,EVM Votes,PostalVotes,Tamil Nadu Ilangyar Katchi,EVM Votes,PostalVotes,All India Jananayaka Makkal Kazhagam,EVM Votes,PostalVotes,My India Party,EVM Votes,PostalVotes,Tamilnadu Makkal Nalvazhvu Periyakkam,EVM Votes,PostalVotes,MGR Makkal Katchi,EVM Votes,PostalVotes,Nationalist Congress Party,EVM Votes,PostalVotes,Bahujan Dravida Party,EVM Votes,PostalVotes,Desiya Makkal Sakthi Katchi,EVM Votes,PostalVotes,Shiv Sena,EVM Votes,PostalVotes,Naadaalum Makkal Katchi,EVM Votes,PostalVotes,Samata Party,EVM Votes,PostalVotes,Makkal Nalvaazhvuk Katchi,EVM Votes,PostalVotes,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),EVM Votes,PostalVotes,Republican Party of India (Athawale),EVM Votes,PostalVotes,United States of India Party,EVM Votes,PostalVotes,New Generation People’s Party,EVM Votes,PostalVotes,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,EVM Votes,PostalVotes,Makkalatchi Katchi,EVM Votes,PostalVotes,National Democratic Party of South India,EVM Votes,PostalVotes,Thamizhaga Munnetra Congress,EVM Votes,PostalVotes,Nam India Naam Indiyar Katchi,EVM Votes,PostalVotes,Valamaana  Tamizhagam   Katchi,EVM Votes,PostalVotes,Republican Party of India  (Sivaraj),EVM Votes,PostalVotes,Lok Jan Shakti Party,EVM Votes,PostalVotes,Tipu Sultan Party,EVM Votes,PostalVotes,Tamizhaga Murpokku Makkal Katchi,EVM Votes,PostalVotes,Rashtriya Janata Dal,EVM Votes,PostalVotes,Mahathma Makkal Munnetra Kazhakam,EVM Votes,PostalVotes,Jebamani Janata,EVM Votes,PostalVotes,Anna MGR Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Bhartiya Manavadhikaar Federal Party,EVM Votes,PostalVotes,Puthiya Tamilagam,EVM Votes,PostalVotes,Dravida Murpokku Makkal Katchi,EVM Votes,PostalVotes,Communist Party of India  (Marxist-Leninist)  (Liberation),EVM Votes,PostalVotes,Desiya Sirupanmayinar Makkal Iyakkam,EVM Votes,PostalVotes,Makkal Munnetra Peravai,EVM Votes,PostalVotes,Kamarajar Deseeya Congress,EVM Votes,PostalVotes,All Pensioner’s Party,EVM Votes,PostalVotes,All India Youth Development Party,EVM Votes,PostalVotes,Akhil Bharat Hindu Mahasabha,EVM Votes,PostalVotes,Anaithu Makkal Puratchi Katchi,EVM Votes,PostalVotes,Rashtriya Ulama Council,EVM Votes,PostalVotes,All India Uzhavargal Uzhaippalargal Katchi,EVM Votes,PostalVotes,Makkal Nala Kazhagam,EVM Votes,PostalVotes,Samaniya Makkal Nala Katchi,EVM Votes,PostalVotes,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,National People's Party,EVM Votes,PostalVotes,Samajwadi Party,EVM Votes,PostalVotes,Dhesiya Makkal Kazhagam,EVM Votes,PostalVotes,Anna Dravidar Kazhagam,EVM Votes,PostalVotes,Ganasangam Party of India,EVM Votes,PostalVotes,Anaithindia Samudaya Munnetra Kazhagam,EVM Votes,PostalVotes,MAKKAL SAKTHI KATCHI,EVM Votes,PostalVotes,All  India  Pattali  Munnetra Katchi,EVM Votes,PostalVotes,Indhia Kudiarasu Katchi,EVM Votes,PostalVotes,Ambedkarite Party of India,EVM Votes,PostalVotes,Tamilaga Makkal Thannurimai Katchi,EVM Votes,PostalVotes,Ahimsa Socialist Party,EVM Votes,PostalVotes,Manitha Urimaigal Kalaagam,EVM Votes,PostalVotes,Namathu Kongu Munnetra Kalagam,EVM Votes,PostalVotes,"Makkal Thilagam Munnetra Kazhagam,",EVM Votes,PostalVotes,India Dravida Makkal Munnetra Katchi,EVM Votes,PostalVotes,Kongu  Desa  Marumalarchi  Makkal  Katchi,EVM Votes,PostalVotes,All India Trinamool Congress,EVM Votes,PostalVotes,Ezhuchi Tamilargal Munnetra Kazhagam,EVM Votes,PostalVotes,Hindustan Janta Party,EVM Votes,PostalVotes,"Makkal Sananayaga Kudiyarasu Katchi,",EVM Votes,PostalVotes,Anaithu Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Rashtriya Samaj Paksha,EVM Votes,PostalVotes,Vidial Valarchi Perani,EVM Votes,PostalVotes,Akila India Vallalar Peravai,EVM Votes,PostalVotes,Janata Dal  (Secular),EVM Votes,PostalVotes,Ilantamilar Munnani Kazhagam,EVM Votes,PostalVotes,All India Samathuva Makhal Katchi,EVM Votes,PostalVotes,People's Party of India(secular),EVM Votes,PostalVotes,Namadhu Makkal Katchi,EVM Votes,PostalVotes,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),EVM Votes,PostalVotes,Tamil Telugu National Party,EVM Votes,PostalVotes,Ambedkar Political Party,EVM Votes,PostalVotes,All India MGR Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Naam Indiar Party,EVM Votes,PostalVotes,Desa Makkal Munnetrak Kazhgam,EVM Votes,PostalVotes,South India Forward Bloc,EVM Votes,PostalVotes,Aanaithinthiya Jananayaka Pathukappu Kazhagam,EVM Votes,PostalVotes,Universal Brotherhood Movement,EVM Votes,PostalVotes,Anaithu Ulaga Tamilargal Munnetra Kalagam,EVM Votes,PostalVotes,Ulaga Makkal Katchi,EVM Votes,PostalVotes,Tamilnadu Mahatma Gandhi Makkal Katchi,EVM Votes,PostalVotes,ALL  IND,EVM Votes,PostalVotes,,,,
147,Perambalur,240026,"PRABHAHARAN, M.",119636,2454,,,,,,,,,,,,,,,,"THAMIZHSELVAN, R.",90325,731,,,,,,,"MAHESHWARI, M.",18592,81,,,,"SASIKALA, M.",1073,7,,,,"RAJENDRAN, K.",2918,14,,,,,,,NOTA,1867,17,"RAJENDRAN, K.",519,1,,,,,,,,,,,,,,,,,,,,,,"GUNASEKARAN, A.",405,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RADHIKA, T.",994,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,379,0,,,,
148,Kunnam,219879,"SIVASANKAR, S.S.",102707,1215,,,,,,,,,,,,,,,,"RAMACHANDRAN, R.T.",96734,859,,,,,,,"ARUL, P.",9319,35,"SATHIK BASHA, A.S.",731,8,,,,"KAARTHIKEYAN, S.",2092,26,,,,,,,,,,NOTA,751,2,"PANDIYAN, S.",494,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RAVANAN, M.",183,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,4702,17,,,,
149,Ariyalur,225225,CHINNAPPA K,102964,1011,,,,,,,,,,,,,,,,RAJENDRAN S,100436,305,,,,,,,SUGUNA KUMAR,12285,61,,,,JAWAHAR P,896,9,DURAI.MANIVEL,2040,4,,,,,,,,,,NOTA,1383,3,SAVARIANANDHAM V,483,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THANGA. SHANMUGA SUNDARAM,1028,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2294,11,,,,
150,Jayankondam,216368,KANNAN KA SO KA,98174,1355,,,,,,,,,,,,,,,,,,,BALU K,93217,860,,,,MAHALINGAM NEELA,9903,53,,,,SORNALATHA @ LATHA G,4662,38,SIVA J K,1545,15,,,,,,,,,,NOTA,1850,11,NEELAMEGAM K,603,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATARAJAN A,413,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3649,13,,,,
151,Tittakudi,168184,"GANESAN,  C.V.",82780,946,,,,,,,,,,,,,,,,,,,,,,"PERIYASAMY,  D.",61851,312,"KAMATCHI,  N.",10555,36,"PRABAKARAN,  R.",1730,15,,,,,,,"UMANATH,  R.",4121,21,,,,,,,NOTA,995,4,"RAVICHANDRAN,  P.",558,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ARULDOSS,  E.",219,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,4015,23,,,,
152,Vriddhachalam,196734,,,,Radhakrishnan,75892,1172,,,,,,,,,,,,,,,,Karthikeyan. J,75585,617,,,,N. Amutha,8603,39,,,,R. Parthasarathi,822,19,,,,Premalatha Vijayakant,25790,118,,,,,,,NOTA,757,4,A. Ayyasamy,461,7,,,,,,,R. Kesavaperumal,887,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sivasankar,178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B. Arasi,404,1,,,,,,,,,,,,,,,,,,,,,,G. Pichamuthu,323,0,,,,,,,,,,,,,,,,Sathiyanathan,272,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,4765,12,,,,
153,Neyveli,164130,SABA.RAJENDRAN,74189,988,,,,,,,,,,,,,,,,,,,JAGAN.K,73544,656,,,,RAMESH.K,7763,22,,,,ILANGOVAN.R,1006,5,BAKTHARATCHAGAN.R,2221,9,,,,,,,,,,NOTA,1164,7,KANAGARAJI.C,450,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2091,10,,,,
154,Panruti,197049,VELMURUGAN.T,92917,884,,,,,,,,,,,,,,,,RAJENDRAN.R,88489,615,,,,,,,SUBHASHINI.R,6511,36,JAYLANI,1657,13,,,,,,,SIVAKOZHUNDU.P,3357,5,,,,,,,NOTA,1320,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1228,14,,,,
155,Cuddalore,182001,G.IYAPPAN,82813,1750,,,,,,,,,,,,,,,,M.C.SAMPATH,78004,1408,,,,,,,JALADEEPAN.V,9480,83,K.ANANDRAJ,4005,35,,,,,,,A.GNANAPANDITHAN,1489,10,,,,,,,NOTA,1228,8,R.VALLAL KUMAR,78,1,,,,,,,S.PUSHBARAJ,608,9,,,,,,,,,,,,,,,,,,,S.V.RAJARAJAN,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.Mohamed Usman,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,881,8,,,,
156,Kurinjipadi,198781,M.R.K.PANNEERSELVAM,100463,993,,,,,,,,,,,,,,,,SELVI RAMAJAYAM,83478,451,,,,,,,S.SUMATHI,8470,42,,,,,,,A.VASANTHAKUMAR,834,3,,,,,,,,,,NOTA,1208,4,T.VELAYUDHAM,480,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R.MUTHUKRISHNAN,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.CHANDRAMOULI,1178,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1023,1,,,,
157,Bhuvanagiri,197165,Saravanan. Durai.K,87217,977,,,,,,,,,,,,,,,,Arunmozhithevan. A,95536,917,,,,,,,Rathinavel. R.,6927,31,,,,Revathi. R.,314,1,Balamurugan. K.S.K,2464,6,,,,,,,,,,NOTA,1058,0,Ezhilvendhan. R,503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1207,6,,,,
158,Chidambaram,183352,,,,,,,,,,,,,,,,S. ABDUL RAHMAN,73773,1251,K.A. PANDIAN,90523,1438,,,,,,,NATARAJAN KRISHNAMOORTHY,9021,50,G. DEVASAGAYAM,2924,29,,,,M. NANTHINIDEVI,1380,8,,,,,,,,,,NOTA,1190,12,D. CHANDRA PRABU,474,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K. UDAYA SELVAN,304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. RAGHUNATHAN,145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,820,4,,,,
159,Kattumannarkoil,175561,,,,,,,,,,,,,SINTHANAI SELVAN,84986,1070,,,,N. MURUGUMARAN,74608,883,,,,,,,P. NIVEDHA,6762,44,THANGA VIKRAM,1391,24,,,,S. NARAYANAMOORTHY,1892,12,,,,,,,,,,NOTA,647,1,THANGA UDHAYAKUMAR,425,4,,,,,,,,,,M.G. KALYANASUNDARAM,458,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. THIRUNAVUKARASU,133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2213,5,,,,
160,Sirkazhi,191325,PANNEERSELVAM,92866,1191,,,,,,,,,,,,,,,,P.V.BHARATHI,81235,674,,,,,,,Kavitha,10966,47,PRABU,990,10,,,,BALU,1301,7,,,,,,,,,,NOTA,974,3,SRITHAR,490,5,Kamban,76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,484,3,,,,
161,Mayiladuthurai,174640,,,,Rajakumar.S,72376,1266,,,,,,,,,,,,,,,,Palanisamy.A,70310,590,,,,Kasiraman.K,13123,63,Ravichandran.N,5850,83,,,,Anbarasan Komal R K,7205,77,,,,,,,,,,NOTA,1054,13,Shamsudeen.N,523,3,,,,,,,Rajkumar.S,645,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1443,10,,,,
162,Poompuhar,207838,Nivedha M. Murugan,95161,941,,,,,,,,,,,,,,,,S.Pavunraj,92299,504,,,,,,,P. Kaliyammal,14783,40,M.H.Meharajdeen,946,4,,,,S.Senthamizhan,1212,8,,,,,,,,,,NOTA,727,6,T. Ilanchezhian,496,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,706,1,,,,
163,Nagapattinam,143560,,,,,,,,,,,,,J. Mohamed Shanavas,65587,694,,,,Thanka.kathiravan,58729,314,,,,,,,S.Augustine Arputharaj,9931,45,Syed Anas Mohideen Sahip,2523,17,,,,C.Manjula,3457,46,,,,,,,,,,NOTA,893,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T. Singaravadivelan,105,0,Mayilarasi,256,0,,,,,,,,,,,,,,,,,,,,,,J.V. Durai,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,855,8,,,,
164,Kilvelur,142995,,,,,,,,,,NAGAIMAALI V P,67288,700,,,,,,,,,,VADIVEL RAVANAN  S,50754,249,,,,PONELAVAZHAKI  S,15088,85,SIDHU G,2890,16,,,,NEETHIMOHAN M,2494,9,,,,,,,,,,NOTA,895,2,TAMILARASAN U,636,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUTHALAGAN S,614,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1265,5,,,,
165,Vedaranyam,158060,S.K.VETHARATHINAM,64823,1567,,,,,,,,,,,,,,,,O.S.MANIAN,77625,1094,,,,,,,K.RAJENDRAN,9030,76,MOHAMED ALI,433,4,,,,P.S.ARUMUGAM,1276,8,,,,,,,,,,NOTA,670,3,R.PANNEERSELVAM,460,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.T.SUNDARAVADIVELAN,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,879,21,,,,
166,Thiruthuraipoondi,185886,,,,,,,MARIMUTHU K,95785,1307,,,,,,,,,,SURESH KUMAR C,66683,341,,,,,,,AARTHI A,15300,62,,,,,,,RAJANIKANTH S,3536,19,,,,,,,,,,NOTA,1310,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARIVENTHAN D,313,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1214,11,,,,
167,Mannargudi,193229,RAJAA T R B,86071,1101,,,,,,,,,,,,,,,,RAJAMANICKAM  SIVA,49570,209,,,,,,,ARAVINDAN RAMA,10398,40,ANBANANDAM S,1358,8,,,,KAMARAJ S,40271,210,,,,,,,,,,NOTA,955,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SATHISKUMAR S,584,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2432,13,,,,
168,Thiruvarur,208290,KALAIVANAN  POONDI  K.,107540,1366,,,,,,,,,,,,,,,,PANNERSELVAM A.N.R.,57439,293,,,,,,,VINOTHINI R.,26211,89,KABILARASAN  P.,4034,34,,,,,,,,,,,,,NASEEMA BANU M.A.,6348,16,NOTA,1646,7,GOMATHI A.,716,4,,,,,,,THIYAGASUNDARAM N.,1000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THIYAGARAJAN  M.,285,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1241,5,,,,
169,Nannilam,221944,JOTHIRAMAN  S,98409,804,,,,,,,,,,,,,,,,KAMARAJ R,103236,401,,,,,,,FATHIMA FARHANA  S,13377,42,,,,GANESAN  D,379,2,RAMACHANDRAN   N,2070,6,,,,,,,,,,NOTA,1188,2,RAVICHANDRAN  R,711,0,NITHIYANANTHAM  S,81,0,,,,,,,,,,,,,,,,,,,,,,,,,PANASAIARAGAN K N,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MURUGAVEL  M,163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,956,5,,,,
